2020_CountyName,2020_area_damaged_open_space,2020_area_damaged_ll,2020_area_damaged_all,2010_CountyName,2010_area_damaged_open_space,2010_area_damaged_ll,2010_area_damaged_all,2017_CountyName,2017_area_damaged_open_space,2017_area_damaged_ll,2017_area_damaged_all,2008_CountyName,2008_area_damaged_open_space,2008_area_damaged_ll,2008_area_damaged_all,2006_CountyName,2006_area_damaged_open_space,2006_area_damaged_ll,2006_area_damaged_all,2016_CountyName,2016_area_damaged_open_space,2016_area_damaged_ll,2016_area_damaged_all,2000_CountyName,2000_area_damaged_open_space,2000_area_damaged_ll,2000_area_damaged_all,2002_CountyName,2002_area_damaged_open_space,2002_area_damaged_ll,2002_area_damaged_all,2009_CountyName,2009_area_damaged_open_space,2009_area_damaged_ll,2009_area_damaged_all,2007_CountyName,2007_area_damaged_open_space,2007_area_damaged_ll,2007_area_damaged_all,2004_CountyName,2004_area_damaged_open_space,2004_area_damaged_ll,2004_area_damaged_all,2012_CountyName,2012_area_damaged_open_space,2012_area_damaged_ll,2012_area_damaged_all,2019_CountyName,2019_area_damaged_open_space,2019_area_damaged_ll,2019_area_damaged_all,2018_CountyName,2018_area_damaged_open_space,2018_area_damaged_ll,2018_area_damaged_all,2013_CountyName,2013_area_damaged_open_space,2013_area_damaged_ll,2013_area_damaged_all,2015_CountyName,2015_area_damaged_open_space,2015_area_damaged_ll,2015_area_damaged_all,2014_CountyName,2014_area_damaged_open_space,2014_area_damaged_ll,2014_area_damaged_all,2001_CountyName,2001_area_damaged_open_space,2001_area_damaged_ll,2001_area_damaged_all,2005_CountyName,2005_area_damaged_open_space,2005_area_damaged_ll,2005_area_damaged_all,2011_CountyName,2011_area_damaged_open_space,2011_area_damaged_ll,2011_area_damaged_all,2003_CountyName,2003_area_damaged_open_space,2003_area_damaged_ll,2003_area_damaged_all
Carteret,0.008866256157635467,0.0232287903667214,0.01773251231527093,Carteret,0.00265987684729064,0.006968637110016421,0.00531975369458128,Carteret,0.0,0.0,0.0,Carteret,0.00265987684729064,0.006968637110016421,0.00531975369458128,Carteret,0.0,0.0,0.0,Carteret,0.17732512315270935,0.4645758073344282,0.3546502463054187,Carteret,0.0,0.0,0.0,Carteret,0.0,0.0,0.0,Carteret,0.0,0.0,0.0,Carteret,0.0,0.0,0.0,Carteret,0.0,0.0,0.0,Carteret,0.0,0.0,0.0,Carteret,0.0035465024630541866,0.009291516146688562,0.007093004926108373,Carteret,0.5319753694581281,1.393727422003284,1.063950738916256,Carteret,0.0,0.0,0.0,Carteret,0.0,0.0,0.0,Carteret,0.0017732512315270933,0.004645758073344281,0.0035465024630541866,Carteret,0.0,0.0,0.0,Carteret,1.7761327647783252,4.6596953475643135,3.5522655295566503,Carteret,1.243196884236453,3.261322167487685,2.486393768472906,Carteret,1.7761327647783252,4.6596953475643135,3.5522655295566503
Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0,Duplin,0.0,0.0,0.0
Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0,Scotland,0.0,0.0,0.0
Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0,Richmond,0.0,0.0,0.0
Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0,Jones,0.0,0.0,0.0
Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0,Craven,0.0,0.0,0.0
Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0,Cumberland,0.0,0.0,0.0
Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.0,0.0,0.0,Pamlico,0.23932919254658386,0.1889579020013803,0.4786583850931677,Pamlico,0.7179875776397516,0.5668737060041407,1.4359751552795033,Pamlico,0.23932919254658386,0.1889579020013803,0.4786583850931677
Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0,Mecklenburg,0.0,0.0,0.0
Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.03780664479081213,0.0134766201804758,0.07561328958162426,Jackson,0.0,0.0,0.0,Jackson,0.007561328958162427,0.0026953240360951605,0.015122657916324854,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.0,0.0,0.0,Jackson,0.0,0.0,0.0,Jackson,0.7561328958162428,0.2695324036095161,1.5122657916324855,Jackson,5.301121710418375,1.8921174733388024,10.60224342083675,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.007561328958162427,0.0026953240360951605,0.015122657916324854,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.0,0.0,0.0,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728,Jackson,0.007561328958162427,0.0026953240360951605,0.015122657916324854,Jackson,0.007561328958162427,0.0026953240360951605,0.015122657916324854,Jackson,0.0,0.0,0.0,Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728
Transylvania,0.5905326032852166,0.4361174713787955,1.1810652065704332,Transylvania,4.1401256595321065,3.0615446490791434,8.280251319064211,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,0.01181065206570433,0.008722349427575908,0.02362130413140866,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,0.01181065206570433,0.008722349427575908,0.02362130413140866,Transylvania,0.005905326032852165,0.004361174713787954,0.01181065206570433,Transylvania,0.008857989049278248,0.006541762070681932,0.017715978098556497,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,4.1401256595321065,3.0615446490791434,8.280251319064211,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,0.01181065206570433,0.008722349427575908,0.02362130413140866,Transylvania,0.008857989049278248,0.006541762070681932,0.017715978098556497,Transylvania,0.01181065206570433,0.008722349427575908,0.02362130413140866,Transylvania,0.005905326032852165,0.004361174713787954,0.01181065206570433,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,0.005905326032852165,0.004361174713787954,0.01181065206570433,Transylvania,0.029526630164260825,0.02180587356893977,0.05905326032852165,Transylvania,0.005905326032852165,0.004361174713787954,0.01181065206570433,Transylvania,0.5905326032852166,0.4361174713787955,1.1810652065704332
Hyde,0.0010411685393258428,0.002839757994814175,0.002082337078651685,Hyde,0.0,0.0,0.0,Hyde,0.0006941123595505617,0.0018931719965427829,0.0013882247191011235,Hyde,0.06941123595505619,0.18931719965427832,0.13882247191011238,Hyde,0.0,0.0,0.0,Hyde,0.06941123595505619,0.18931719965427832,0.13882247191011238,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0013882247191011235,0.0037863439930855658,0.0027764494382022478,Hyde,0.0006941123595505617,0.0018931719965427829,0.0013882247191011235,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.0,0.0,0.0,Hyde,0.06941123595505619,0.18931719965427832,0.13882247191011238,Hyde,0.6952402921348315,1.8988515125324112,1.390480584269663,Hyde,4.421206516853932,13.45477337942956,8.842413033707864
Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0,Montgomery,0.0,0.0,0.0
Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0,Stanly,0.0,0.0,0.0
Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0,Gaston,0.0,0.0,0.0
Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0,Cleveland,0.0,0.0,0.0
Macon,2.5177982142857145,1.3201071428571431,5.035596428571429,Macon,0.04196330357142857,0.02200178571428572,0.08392660714285714,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,5.883954549107143,3.0890507142857144,11.767909098214286,Macon,0.01258899107142857,0.006600535714285715,0.02517798214285714,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.008392660714285714,0.004400357142857143,0.016785321428571427,Macon,0.01258899107142857,0.006600535714285715,0.02517798214285714,Macon,0.008392660714285714,0.004400357142857143,0.016785321428571427,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.8392660714285715,0.4400357142857144,1.678532142857143,Macon,0.01258899107142857,0.006600535714285715,0.02517798214285714,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.01258899107142857,0.006600535714285715,0.02517798214285714,Macon,0.016785321428571427,0.008800714285714287,0.03357064285714285,Macon,0.04196330357142857,0.02200178571428572,0.08392660714285714
Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0137246484375,0.01176484375,0.027449296875,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.006862324218749999,0.005882421875,0.0137246484375,Cherokee,0.006862324218749999,0.005882421875,0.0137246484375,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0,Cherokee,0.0,0.0,0.0
Clay,0.029906454816286,0.005437934458788481,0.059812909632572,Clay,0.0119625819265144,0.0021751737835153926,0.0239251638530288,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0089719364448858,0.0016313803376365446,0.0179438728897716,Clay,0.0119625819265144,0.0021751737835153926,0.0239251638530288,Clay,0.0089719364448858,0.0016313803376365446,0.0179438728897716,Clay,0.0,0.0,0.0,Clay,0.0,0.0,0.0,Clay,0.0,0.0,0.0,Clay,0.0119625819265144,0.0021751737835153926,0.0239251638530288,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0089719364448858,0.0016313803376365446,0.0179438728897716,Clay,0.0,0.0,0.0,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0,0.0,0.0,Clay,0.0059812909632572,0.0010875868917576963,0.0119625819265144,Clay,0.0,0.0,0.0,Clay,0.0089719364448858,0.0016313803376365446,0.0179438728897716
Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0,Henderson,0.0,0.0,0.0
Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0,Rutherford,0.0,0.0,0.0
Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0,Polk,0.0,0.0,0.0
Dare,0.00237501626545218,0.013894860117111257,0.00475003253090436,Dare,0.0,0.0,0.0,Dare,0.0,0.0,0.0,Dare,0.11875081327260904,0.694743005855563,0.2375016265452181,Dare,0.0,0.0,0.0,Dare,1.7838351333767084,10.448934808067667,3.5676702667534173,Dare,0.0,0.0,0.0,Dare,0.0017812621990891352,0.010421145087833443,0.0035625243981782704,Dare,0.0,0.0,0.0,Dare,0.0,0.0,0.0,Dare,0.0,0.0,0.0,Dare,0.0,0.0,0.0,Dare,1.7838351333767084,10.448934808067667,3.5676702667534173,Dare,0.00118750813272609,0.006947430058555628,0.00237501626545218,Dare,0.0,0.0,0.0,Dare,0.0,0.0,0.0,Dare,0.00118750813272609,0.006947430058555628,0.00237501626545218,Dare,0.0,0.0,0.0,Dare,6.115666883539364,39.60035133376708,12.231333767078727,Dare,1.7838351333767084,10.448934808067667,3.5676702667534173,Dare,9.39640549772284,63.29456154847105,18.79281099544568
Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0,Lee,0.0,0.0,0.0
Graham,10.90662554347826,10.576555183946487,21.81325108695652,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526,Graham,4.73855722826087,4.59233110367893,9.47711445652174,Graham,14.705119565217393,14.651505016722414,29.410239130434785,Graham,7.106554565217392,6.8862073578595355,14.213109130434784,Graham,14.705119565217393,14.651505016722414,29.410239130434785,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526,Graham,0.023654347826086955,0.022892976588628763,0.04730869565217391,Graham,4.73855722826087,4.59233110367893,9.47711445652174,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526,Graham,0.4730869565217392,0.4578595317725754,0.9461739130434784,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526,Graham,4.73855722826087,4.59233110367893,9.47711445652174,Graham,7.106554565217392,6.8862073578595355,14.213109130434784,Graham,1.4192608695652176,1.3735785953177255,2.838521739130435,Graham,0.4730869565217392,0.4578595317725754,0.9461739130434784,Graham,1.4192608695652176,1.3735785953177255,2.838521739130435,Graham,1.4192608695652176,1.3735785953177255,2.838521739130435,Graham,3.3167338043478263,3.2141739130434783,6.6334676086956526
Haywood,11.889207352941177,17.391049170437412,23.778414705882355,Haywood,11.889207352941177,17.391049170437412,23.778414705882355,Haywood,2.3744117647058824,3.4689592760180994,4.748823529411765,Haywood,11.889207352941177,17.391049170437412,23.778414705882355,Haywood,11.889207352941177,17.391049170437412,23.778414705882355,Haywood,24.601544117647055,37.00223227752641,49.20308823529411,Haywood,24.601544117647055,37.00223227752641,49.20308823529411,Haywood,5.548868382352941,8.117364705882352,11.097736764705882,Haywood,18.24669485294117,26.71098642533937,36.49338970588234,Haywood,7.927567279411764,11.59788717948718,15.855134558823528,Haywood,11.889207352941177,17.391049170437412,23.778414705882355,Haywood,2.3744117647058824,3.4689592760180994,4.748823529411765,Haywood,5.548868382352941,8.117364705882352,11.097736764705882,Haywood,2.3744117647058824,3.4689592760180994,4.748823529411765,Haywood,7.927567279411764,11.59788717948718,15.855134558823528,Haywood,18.24669485294117,26.71098642533937,36.49338970588234,Haywood,2.3744117647058824,3.4689592760180994,4.748823529411765,Haywood,5.548868382352941,8.117364705882352,11.097736764705882,Haywood,5.548868382352941,8.117364705882352,11.097736764705882,Haywood,5.548868382352941,8.117364705882352,11.097736764705882,Haywood,11.889207352941177,17.391049170437412,23.778414705882355
Swain,0.5502325581395351,0.4716623600344531,1.1004651162790702,Swain,0.009170542635658916,0.007861039333907553,0.018341085271317833,Swain,0.1834108527131783,0.15722078667815104,0.3668217054263566,Swain,0.1834108527131783,0.15722078667815104,0.3668217054263566,Swain,1.285862919896641,1.1036899224806205,2.571725839793282,Swain,1.285862919896641,1.1036899224806205,2.571725839793282,Swain,0.1834108527131783,0.15722078667815104,0.3668217054263566,Swain,0.009170542635658916,0.007861039333907553,0.018341085271317833,Swain,0.1834108527131783,0.15722078667815104,0.3668217054263566,Swain,1.285862919896641,1.1036899224806205,2.571725839793282,Swain,0.5502325581395351,0.4716623600344531,1.1004651162790702,Swain,0.0036682170542635655,0.003144415733563021,0.007336434108527131,Swain,0.009170542635658916,0.007861039333907553,0.018341085271317833,Swain,0.0036682170542635655,0.003144415733563021,0.007336434108527131,Swain,0.5502325581395351,0.4716623600344531,1.1004651162790702,Swain,0.1834108527131783,0.15722078667815104,0.3668217054263566,Swain,0.0036682170542635655,0.003144415733563021,0.007336434108527131,Swain,0.0036682170542635655,0.003144415733563021,0.007336434108527131,Swain,0.1834108527131783,0.15722078667815104,0.3668217054263566,Swain,0.009170542635658916,0.007861039333907553,0.018341085271317833,Swain,1.285862919896641,1.1036899224806205,2.571725839793282
Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0,Lincoln,0.0,0.0,0.0
